synthetic_claim_id,batch_index,seed,s_true,n_cells,successes,failures,s_hat,ci_low,ci_high,ci_contains_s_true,tau,true_tau_class,decision,reporting_status
cal_n30_s095_0133,1634,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0134,1635,42,0.95,30,26,4,0.8666666666666667,0.7031867331796372,0.9469034451594526,False,0.95,Sustained,unstable,Reversed
cal_n30_s095_0135,1636,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0136,1637,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0137,1638,42,0.95,30,27,3,0.9,0.7437891742081593,0.9654001112526658,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0138,1639,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0139,1640,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0140,1641,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0141,1642,42,0.95,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0142,1643,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0143,1644,42,0.95,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0144,1645,42,0.95,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0145,1646,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0146,1647,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0147,1648,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0148,1649,42,0.95,30,27,3,0.9,0.7437891742081593,0.9654001112526658,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0149,1650,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0150,1651,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0151,1652,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0152,1653,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0153,1654,42,0.95,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0154,1655,42,0.95,30,26,4,0.8666666666666667,0.7031867331796372,0.9469034451594526,False,0.95,Sustained,unstable,Reversed
cal_n30_s095_0155,1656,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0156,1657,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0157,1658,42,0.95,30,27,3,0.9,0.7437891742081593,0.9654001112526658,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0158,1659,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0159,1660,42,0.95,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0160,1661,42,0.95,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0161,1662,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0162,1663,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0163,1664,42,0.95,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0164,1665,42,0.95,30,27,3,0.9,0.7437891742081593,0.9654001112526658,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0165,1666,42,0.95,30,27,3,0.9,0.7437891742081593,0.9654001112526658,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0166,1667,42,0.95,30,27,3,0.9,0.7437891742081593,0.9654001112526658,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0167,1668,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0168,1669,42,0.95,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0169,1670,42,0.95,30,27,3,0.9,0.7437891742081593,0.9654001112526658,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0170,1671,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0171,1672,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0172,1673,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0173,1674,42,0.95,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0174,1675,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0175,1676,42,0.95,30,27,3,0.9,0.7437891742081593,0.9654001112526658,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0176,1677,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0177,1678,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0178,1679,42,0.95,30,27,3,0.9,0.7437891742081593,0.9654001112526658,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0179,1680,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0180,1681,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0181,1682,42,0.95,30,27,3,0.9,0.7437891742081593,0.9654001112526658,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0182,1683,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0183,1684,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0184,1685,42,0.95,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0185,1686,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0186,1687,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0187,1688,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0188,1689,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0189,1690,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0190,1691,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0191,1692,42,0.95,30,27,3,0.9,0.7437891742081593,0.9654001112526658,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0192,1693,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0193,1694,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0194,1695,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0195,1696,42,0.95,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0196,1697,42,0.95,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0197,1698,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s095_0198,1699,42,0.95,30,26,4,0.8666666666666667,0.7031867331796372,0.9469034451594526,False,0.95,Sustained,unstable,Reversed
cal_n30_s095_0199,1700,42,0.95,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0000,1701,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0001,1702,42,0.99,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,False,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0002,1703,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0003,1704,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0004,1705,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0005,1706,42,0.99,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,False,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0006,1707,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0007,1708,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0008,1709,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0009,1710,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0010,1711,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0011,1712,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0012,1713,42,0.99,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,False,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0013,1714,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0014,1715,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0015,1716,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0016,1717,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0017,1718,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0018,1719,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0019,1720,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0020,1721,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0021,1722,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0022,1723,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0023,1724,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0024,1725,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0025,1726,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0026,1727,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0027,1728,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0028,1729,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0029,1730,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0030,1731,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0031,1732,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0032,1733,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0033,1734,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0034,1735,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0035,1736,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0036,1737,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0037,1738,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0038,1739,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0039,1740,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0040,1741,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0041,1742,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0042,1743,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0043,1744,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0044,1745,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0045,1746,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0046,1747,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0047,1748,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0048,1749,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0049,1750,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0050,1751,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0051,1752,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0052,1753,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0053,1754,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0054,1755,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0055,1756,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0056,1757,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0057,1758,42,0.99,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,False,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0058,1759,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0059,1760,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0060,1761,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0061,1762,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0062,1763,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0063,1764,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0064,1765,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0065,1766,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0066,1767,42,0.99,30,28,2,0.9333333333333333,0.7867654163738309,0.9815229762087296,False,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0067,1768,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0068,1769,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0069,1770,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0070,1771,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0071,1772,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0072,1773,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0073,1774,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0074,1775,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0075,1776,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0076,1777,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0077,1778,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0078,1779,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0079,1780,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0080,1781,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0081,1782,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0082,1783,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0083,1784,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0084,1785,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0085,1786,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0086,1787,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0087,1788,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0088,1789,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0089,1790,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0090,1791,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0091,1792,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0092,1793,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0093,1794,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0094,1795,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0095,1796,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0096,1797,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0097,1798,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0098,1799,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0099,1800,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0100,1801,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0101,1802,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0102,1803,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0103,1804,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0104,1805,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0105,1806,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0106,1807,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0107,1808,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0108,1809,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0109,1810,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0110,1811,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0111,1812,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0112,1813,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0113,1814,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0114,1815,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0115,1816,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0116,1817,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0117,1818,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0118,1819,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0119,1820,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0120,1821,42,0.99,30,29,1,0.9666666666666667,0.8332960900859084,0.9940914096183876,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0121,1822,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0122,1823,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0123,1824,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0124,1825,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0125,1826,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0126,1827,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n30_s099_0127,1828,42,0.99,30,30,0,1.0,0.8864866068260314,1.0,True,0.95,Sustained,inconclusive,Unresolved
